"SUID","citcount","ct_count","isExcludedFromPaths","level","meshterms","name","pmid","pubdate","pubtypes","score","selected","shared name","title","type","wosid"
"162846",,"0","false",,"","tejedor d",,"20090901","","2","false","tejedor d",,"author",
"162843",,"0","false",,"","cuevas n",,"20120301","","1","false","cuevas n",,"author",
"162844",,"0","false",,"","olano-martin e",,"20120301","","1","false","olano-martin e",,"author",
"162847",,"0","false",,"","stef m",,"20120301","","1","false","stef m",,"author",
"162853",,"0","false",,"","junyent m",,"20090901","","1","false","junyent m",,"author",
"162854",,"0","false",,"","gilabert r",,"20090901","","1","false","gilabert r",,"author",
"162851",,"0","false",,"","gotto jr am",,,"","1","false","gotto jr am",,"author",
"162857",,"0","false",,"","cofan m",,"20090901","","1","false","cofan m",,"author",
"162858",,"0","false",,"","mallen m",,"20090901","","1","false","mallen m",,"author",
"162855",,"0","false",,"","jarauta e",,"20090901","","1","false","jarauta e",,"author",
"162856",,"0","false",,"","nunez i",,"20090901","","1","false","nunez i",,"author",
"162861",,"0","false",,"","vega j",,"20090901","","1","false","vega j",,"author",
"162862",,"0","false",,"","ros e",,"20090901","","1","false","ros e",,"author",
"162859",,"0","false",,"","zambon d",,"20090901","","1","false","zambon d",,"author",
"162860",,"0","false",,"","almagro f",,"20090901","","1","false","almagro f",,"author",
"162865",,"0","false",,"","bellocchio ab",,"20040501","","3","false","bellocchio ab",,"author",
"162866",,"0","false",,"","masturzo p",,"19990201","","3","false","masturzo p",,"author",
