"SUID","citcount","ct_count","isExcludedFromPaths","level","meshterms","name","pmid","pubdate","pubtypes","score","selected","shared name","title","type","wosid"
"76758",,"1","false",,"","eck pk",,"20150301","","1","false","eck pk",,"author",
"76757",,"1","false",,"","gebauer sk",,"20150301","","1","false","gebauer sk",,"author",
"76760",,"2","false",,"","jones pjh",,"19971001","","4","false","jones pjh",,"author",
"76759",,"1","false",,"","baer dj",,"20070401","","2","false","baer dj",,"author",
"76770",,"0","false",,"","peng hc",,"20150401","","1","false","peng hc",,"author",
"76769",,"0","false",,"","shen l",,"20150401","","1","false","shen l",,"author",
"76772",,"0","false",,"","fan qs",,"20150401","","1","false","fan qs",,"author",
"76771",,"0","false",,"","peng r",,"20150401","","1","false","peng r",,"author",
"76774",,"0","false",,"","xu dy",,"20150401","","1","false","xu dy",,"author",
"76773",,"0","false",,"","zhao sp",,"20070101","","4","false","zhao sp",,"author",
"76776",,"0","false",,"","chiamvimonvat n",,"20150401","","1","false","chiamvimonvat n",,"author",
"76775",,"0","false",,"","morisseau c",,"20150401","","1","false","morisseau c",,"author",
"76777",,"0","false",,"","hammock bd",,"20150401","","1","false","hammock bd",,"author",
"76788",,"0","false",,"","st john j",,"20150401","","1","false","st john j",,"author",
"76787",,"0","false",,"","kataoka y",,"20150401","","1","false","kataoka y",,"author",
"76790",,"0","false",,"","uno k",,"20150401","","1","false","uno k",,"author",
"76789",,"0","false",,"","wolski k",,"20150401","","1","false","wolski k",,"author",
"76792",,"0","false",,"","tuzcu em",,"20150401","","1","false","tuzcu em",,"author",
"76791",,"0","false",,"","puri r",,"20150401","","1","false","puri r",,"author",
